SEF,Tenor,Category,AssetClass,Currency,Notional_Local,Notional_USD,Trades,Trades_Estimated,Last_Price,Description,MXN_Match
GFI,2M,FX,CU,USD,100000000.0,,1,True,95.92,USDINR NDF 11SEP2026 BILATERAL,False
GFI,3M,FX,CU,USD,245000000.0,,1,True,96.215,USDINR NDF 09OCT2026 BILATERAL,False
GFI,6M,FX,CU,USD,100000000.0,,1,True,96.645,USDINR NDF 14DEC2026 BILATERAL,False
GFI,2M,FX,CU,USD,30000000.0,,1,True,7.25,USDJPY CALL 160 NEW YORK 10SEP2026 C1 BILATERAL,False
GFI,1M,FX,CU,USD,50000000.0,,1,True,7.475,USDJPY CALL 160 NEW YORK 11AUG2026 C1 BILATERAL,False
GFI,2M,FX,CU,USD,50000000.0,,1,True,8.4,USDJPY CALL 156 NEW YORK 10SEP2026 C2 BILATERAL,False
GFI,1W,FX,CU,USD,50000000.0,,1,True,5.95,USDJPY CALL 163 NEW YORK 16JUL2026 C1 BILATERAL,False
GFI,1W,FX,CU,USD,15000000.0,,1,True,5.65,USDJPY CALL 163.25 NEW YORK 16JUL2026 C1 BILATERAL,False
GFI,1M,FX,CU,USD,20000000.0,,1,True,6.425,USDJPY CALL 163.75 NEW YORK 05AUG2026 C2 BILATERAL,False
GFI,1W,FX,CU,USD,50000000.0,,1,True,9.025,USDJPY PUT 160.5 NEW YORK 16JUL2026 P2 BILATERAL,False
GFI,2W,FX,CU,USD,50000000.0,,1,True,5.65,USDJPY PUT 162.5 NEW YORK 22JUL2026 P1 BILATERAL,False
GFI,2M,FX,CU,USD,100000000.0,,1,True,9.0,USDJPY PUT 154.5 NEW YORK 02SEP2026 P1 BILATERAL,False
GFI,2M,FX,CU,USD,50000000.0,,1,True,7.8,USDJPY PUT 158.5 NEW YORK 02SEP2026 P2 BILATERAL,False
GFI,1M,FX,CU,USD,20000000.0,,1,True,15600.0,USDJPY PUT 155.3 NEW YORK 05AUG2026 P1 BILATERAL,False
GFI,1W,FX,CU,USD,50000000.0,,1,True,104400.0,USDJPY PUT 161.35 NEW YORK 17JUL2026 P1 BILATERAL,False
GFI,1M,FX,CU,USD,15000000.0,,1,True,11.1,USDKRW CALL 50D SEOUL(SL) 11AUG2026 C1 BILATERAL,False
GFI,1M,FX,CU,USD,10000000.0,,1,True,11.1,USDKRW CALL 50D SEOUL(SL) 11AUG2026 C1 BILATERAL,False
GFI,1W,FX,CU,USD,75000000.0,,1,True,11.3,USDKRW CALL 1485 SEOUL(SL) 13JUL2026 C1 BILATERAL,False
GFI,1W,FX,CU,USD,75000000.0,,1,True,12.8,USDKRW CALL 1490 SEOUL(SL) 15JUL2026 C2 BILATERAL,False
GFI,1W,FX,CU,USD,20000000.0,,1,True,13.5,USDKRW CALL 1550 SEOUL(KR) 16JUL2026 C1 BILATERAL,False
GFI,1M,FX,CU,USD,15000000.0,,1,True,11.1,USDKRW PUT 50D SEOUL(SL) 11AUG2026 P2 BILATERAL,False
GFI,1M,FX,CU,USD,10000000.0,,1,True,11.1,USDKRW PUT 50D SEOUL(SL) 11AUG2026 P2 BILATERAL,False
GFI,2W,FX,CU,USD,46500000.0,,1,True,6.75,USDMXN CALL 17.39 NEW YORK 20JUL2026 C1 BILATERAL,True
GFI,2W,FX,CU,USD,53000000.0,,1,True,6.75,USDMXN CALL 17.39 NEW YORK 20JUL2026 C1 BILATERAL,True
GFI,9M,FX,CU,USD,20000000.0,,1,True,293500.0,USDMXN CALL 18.9 NEW YORK 03MAR2027 C1 BILATERAL,True
GFI,1Y,FX,CU,USD,10000000.0,,1,True,11.31,USDMXN CALL 19.16 NEW YORK 09JUL2027 C1 BILATERAL,True
GFI,6M,FX,CU,USD,10000000.0,,1,True,10.491,USDMXN CALL 18.51 NEW YORK 11JAN2027 C1 BILATERAL,True
GFI,2W,FX,CU,USD,35000000.0,,1,True,7.3,USDMXN PUT 17.55 NEW YORK 20JUL2026 P2 BILATERAL,True
GFI,2W,FX,CU,USD,40000000.0,,1,True,7.3,USDMXN PUT 17.55 NEW YORK 20JUL2026 P2 BILATERAL,True
GFI,1W,FX,CU,USD,50000000.0,,1,True,7.8,USDNOK CALL 9.7 NEW YORK 17JUL2026 C1 BILATERAL,False
GFI,1W,FX,CU,USD,100000000.0,,1,True,8.0,USDNOK CALL 9.53 NEW YORK 17JUL2026 C2 BILATERAL,False
GFI,1W,FX,CU,USD,50000000.0,,1,True,5.45,USDNOK CALL 9.68 NEW YORK 13JUL2026 C1 BILATERAL,False
GFI,ON,FX,CU,USD,38000000.0,,1,True,3.409,USDPEN NDF 09JUL2026 BILATERAL,False
GFI,ON,FX,CU,USD,15000000.0,,1,True,3.399,USDPEN NDF 10JUL2026 BILATERAL,False
GFI,1W,FX,CU,USD,15000000.0,,1,True,3.3994,USDPEN NDF 13JUL2026 BILATERAL,False
GFI,1W,FX,CU,USD,9000000.0,,1,True,3.4021,USDPEN NDF 15JUL2026 BILATERAL,False
GFI,1M,FX,CU,USD,40000000.0,,1,True,3.4054,USDPEN NDF 05AUG2026 BILATERAL,False
GFI,1M,FX,CU,USD,36000000.0,,1,True,3.406,USDPEN NDF 11AUG2026 BILATERAL,False
GFI,1W,FX,CU,USD,10000000.0,,1,True,61.6,USDPHP NDF 16JUL2026 BILATERAL,False
GFI,1M,FX,CU,USD,30000000.0,,1,True,61.67,USDPHP NDF 07AUG2026 BILATERAL,False
