SEF,Tenor,Category,AssetClass,Currency,Notional_Local,Notional_USD,Trades,Trades_Estimated,Last_Price,Description,MXN_Match
Tradition,1W,FX,CU,NOK,300000000,32100000,1,False,862800.0,1W NOK vs. SEK Call at a strike of 1.0085,False
Tradition,Other,FX,CU,EUR,125000000,145162496,2,False,110625.0,OD EUR vs. USD Put at a strike of 1.16,False
Tradition,Other,FX,CU,EUR,50000000,58064996,1,False,96250.0,OD EUR vs. USD Call at a strike of 1.165,False
Tradition,3M,FX,CU,USD,145000000,145000000,9,False,91750.0,3M USD vs. CAD Put at a delta of 50,False
Tradition,3M,FX,CU,USD,145000000,145000000,9,False,90500.0,3M USD vs. CAD Call at a delta of 50,False
Tradition,Other,FX,CU,GBP,30000000,40263000,1,False,100500.0,OD GBP vs. USD Call at a strike of 1.351,False
Tradition,Other,FX,CU,GBP,30000000,40263000,1,False,225750.0,OD GBP vs. USD Put at a strike of 1.338,False
Tradition,3M,FX,CU,USD,40000000,40000000,2,False,81750.0,3M USD vs. CNH Put at a delta of 50,False
Tradition,3M,FX,CU,USD,40000000,40000000,2,False,80625.0,3M USD vs. CNH Call at a delta of 50,False
Tradition,2M,FX,CU,USD,75000000,75000000,3,False,178125.0,2M USD vs. CAD Put at a delta of 50,False
Tradition,2M,FX,CU,USD,75000000,75000000,3,False,176875.0,2M USD vs. CAD Call at a delta of 50,False
Tradition,3M,FX,CU,USD,500000000,500000000,6,False,210000.0,3M USD vs. CAD Put at a strike of 1.42,False
Tradition,2M,FX,CU,USD,60000000,60000000,1,False,253500.0,2M USD vs. CNH Put at a delta of 50,False
Tradition,2M,FX,CU,USD,60000000,60000000,1,False,249000.0,2M USD vs. CNH Call at a delta of 50,False
Tradition,3W,FX,CU,USD,100000000,100000000,2,False,85000.0,3W USD vs. CAD Put at a strike of 1.3975,False
Tradition,1W,FX,CU,GBP,135000000,181183504,2,False,61875.0,1W GBP vs. USD Call at a strike of 1.3575,False
Tradition,2W,FX,CU,GBP,90000000,120789000,2,False,202500.0,2W GBP vs. USD Put at a strike of 1.3385,False
Tradition,2W,FX,CU,USD,5000000,5000000,1,False,30250.0,2W USD vs. MXN Put at a delta of 50,True
Tradition,2W,FX,CU,USD,5000000,5000000,1,False,30250.0,2W USD vs. MXN Call at a delta of 50,True
Tradition,2M,FX,CU,USD,100000000,100000000,6,False,72000.0,2M USD vs. CAD Put at a delta of 50,False
Tradition,2M,FX,CU,USD,100000000,100000000,6,False,71500.0,2M USD vs. CAD Call at a delta of 50,False
Tradition,2W,FX,CU,EUR,25000000,29032498,2,False,49250.0,2W EUR vs. USD Put at a delta of 50,False
Tradition,2W,FX,CU,EUR,25000000,29032498,2,False,49000.0,2W EUR vs. USD Call at a delta of 50,False
Tradition,1Y,FX,CU,EUR,22500000,26129248,2,False,463600.0,1Y EUR vs. MXN Call at a strike of 21.025,True
Tradition,1Y,FX,CU,EUR,22500000,26129248,2,False,463600.0,1Y EUR vs. MXN Put at a strike of 21.025,True
Tradition,2W,FX,CU,USD,70000000,70000000,3,False,74250.0,2W USD vs. MXN Call at a strike of 17.15,True
Tradition,6M,FX,CU,USD,20000000,20000000,1,False,25500.0,6M USD vs. CNH Call at a delta of 10,False
Tradition,6M,FX,CU,USD,20000000,20000000,1,False,22500.0,6M USD vs. CNH Put at a delta of 10,False
Tradition,Other,FX,CU,EUR,15000000,17419500,1,False,69375.0,OD EUR vs. USD Put at a delta of 50,False
Tradition,Other,FX,CU,EUR,15000000,17419500,1,False,66000.0,OD EUR vs. USD Call at a delta of 50,False
Tradition,2W,FX,CU,EUR,15000000,17419500,1,False,78000.0,2W EUR vs. USD Put at a delta of 50,False
Tradition,2W,FX,CU,EUR,15000000,17419500,1,False,74625.0,2W EUR vs. USD Call at a delta of 50,False
Tradition,1M,FX,CU,USD,20000000,20000000,1,False,107500.0,1M USD vs. KRW Put at a delta of 25,False
Tradition,1M,FX,CU,USD,20000000,20000000,1,False,90000.0,1M USD vs. KRW Call at a delta of 25,False
Tradition,1M,FX,CU,USD,50000000,50000000,1,False,96250.0,1M USD vs. CAD Put at a delta of 25,False
Tradition,1M,FX,CU,USD,50000000,50000000,1,False,93750.0,1M USD vs. CAD Call at a delta of 25,False
Tradition,2M,FX,CU,USD,85500000,85500000,2,False,52725.0,2M USD vs. CAD Put at a delta of 10,False
Tradition,2M,FX,CU,USD,85500000,85500000,2,False,54150.0,2M USD vs. CAD Call at a delta of 10,False
Tradition,1M,FX,CU,EUR,150000000,174194992,5,False,175000.0,1M EUR vs. USD Put at a delta of 50,False
Tradition,1M,FX,CU,EUR,150000000,174194992,5,False,166875.0,1M EUR vs. USD Call at a delta of 50,False
Tradition,1M,FX,CU,EUR,135000000,156775488,1,False,124875.0,1M EUR vs. USD Put at a delta of 10,False
Tradition,1M,FX,CU,EUR,135000000,156775488,1,False,118125.0,1M EUR vs. USD Call at a delta of 10,False
Tradition,2M,FX,CU,USD,10000000,10000000,1,False,181250.0,2M USD vs. KRW Put at a delta of 50,False
Tradition,2M,FX,CU,USD,10000000,10000000,1,False,171750.0,2M USD vs. KRW Call at a delta of 50,False
Tradition,1W,FX,CU,EUR,100000000,116129992,2,False,165000.0,1W EUR vs. USD Put at a strike of 1.163,False
Tradition,1M,FX,CU,EUR,50000000,58064996,2,False,174375.0,1M EUR vs. USD Put at a delta of 50,False
Tradition,1M,FX,CU,EUR,50000000,58064996,2,False,173125.0,1M EUR vs. USD Call at a delta of 50,False
Tradition,2M,FX,CU,USD,25000000,25000000,1,False,105000.0,2M USD vs. CNH Put at a delta of 50,False
Tradition,2M,FX,CU,USD,25000000,25000000,1,False,104375.0,2M USD vs. CNH Call at a delta of 50,False
Tradition,6M,FX,CU,USD,105000000,105000000,1,False,1494570.0,6M USD vs. CAD Call at a strike of 1.3785,False
Tradition,6M,FX,CU,USD,105000000,105000000,1,False,1441230.0,6M USD vs. CAD Put at a strike of 1.3785,False
Tradition,Other,FX,CU,USD,30000000,30000000,1,False,18750.0,ON USD vs. JPY Put at a strike of 160.55,False
Tradition,Other,FX,CU,USD,30000000,30000000,1,False,27750.0,OD USD vs. JPY Put at a strike of 160.55,False
Tradition,Other,Other,—,USD,5000000,5000000,1,False,0.0,OD USD vs. CAD Double No Touch 1.34/1.41,False
Tradition,Other,FX,CU,EUR,130000000,150968992,2,False,6750.0,OD EUR vs. USD Call at a strike of 1.1815,False
Tradition,1W,FX,CU,EUR,25000000,29032498,1,False,85000.0,1W EUR vs. USD Put at a delta of 50,False
Tradition,1W,FX,CU,EUR,25000000,29032498,1,False,86875.0,1W EUR vs. USD Call at a delta of 50,False
Tradition,Other,FX,CU,EUR,150000000,174194992,3,False,21250.0,OD EUR vs. USD Put at a strike of 1.1575,False
Tradition,1W,FX,CU,EUR,30000000,34839000,1,False,66750.0,1W EUR vs. USD Put at a strike of 1.16,False
Tradition,1M,FX,CU,USD,84000000,84000000,3,False,115500.0,1M USD vs. MXN Put at a delta of 25,True
Tradition,1M,FX,CU,USD,75000000,75000000,3,False,78125.0,1M USD vs. MXN Call at a delta of 25,True
Tradition,1W,FX,CU,USD,25000000,25000000,2,False,49125.0,1W USD vs. JPY Put at a delta of 50,False
Tradition,1W,FX,CU,USD,25000000,25000000,2,False,50250.0,1W USD vs. JPY Call at a delta of 50,False
Tradition,2W,FX,CU,USD,25000000,25000000,2,False,85125.0,2W USD vs. JPY Put at a delta of 50,False
Tradition,2W,FX,CU,USD,25000000,25000000,2,False,84750.0,2W USD vs. JPY Call at a delta of 50,False
Tradition,6M,FX,CU,AUD,10000000,7124000,1,False,179750.0,6M AUD vs. USD Put at a delta of 50,False
