SEF,Tenor,Category,AssetClass,Currency,Notional_Local,Notional_USD,Trades,Trades_Estimated,Last_Price,Description,MXN_Match
BGC,6M,FX,CU,EUR,149500000.0,,1,True,8.55,EURMXN CALL 25D NEW YORK 06NOV2026 C1 BILATERAL,True
BGC,1M,FX,CU,EUR,10000000.0,,1,True,5.95,EURMXN CALL 50D NEW YORK 06AUG2026 C1 BILATERAL,True
BGC,1M,FX,CU,EUR,15000000.0,,1,True,5.9,EURMXN CALL 50D NEW YORK 06AUG2026 C1 BILATERAL,True
BGC,2M,FX,CU,EUR,78000000.0,,1,True,7.7,EURMXN CALL 25D NEW YORK 08SEP2026 C1 BILATERAL,True
BGC,6M,FX,CU,EUR,143000000.0,,1,True,8.55,EURMXN CALL 25D NEW YORK 06NOV2026 C1 BILATERAL,True
BGC,6M,FX,CU,EUR,115000000.0,,1,True,6.125,EURMXN PUT 25D NEW YORK 06NOV2026 P2 BILATERAL,True
BGC,1M,FX,CU,EUR,10000000.0,,1,True,5.95,EURMXN PUT 50D NEW YORK 06AUG2026 P2 BILATERAL,True
BGC,1M,FX,CU,EUR,15000000.0,,1,True,5.9,EURMXN PUT 50D NEW YORK 06AUG2026 P2 BILATERAL,True
BGC,2M,FX,CU,EUR,60000000.0,,1,True,5.45,EURMXN PUT 25D NEW YORK 08SEP2026 P2 BILATERAL,True
BGC,6M,FX,CU,EUR,110000000.0,,1,True,6.125,EURMXN PUT 25D NEW YORK 06NOV2026 P2 BILATERAL,True
BGC,1M,FX,CU,EUR,25000000.0,,1,True,3.45,EURPLN CALL 50D WARSAW 06AUG2026 C1 BILATERAL,False
BGC,1M,FX,CU,EUR,25000000.0,,1,True,3.45,EURPLN PUT 50D WARSAW 06AUG2026 P2 BILATERAL,False
BGC,ON,FX,CU,EUR,20000000.0,,1,True,6.15,EURUSD CALL 1.14 NEW YORK 09JUL2026 C1 BILATERAL,False
BGC,TN,FX,CU,EUR,20000000.0,,1,True,6.15,EURUSD CALL 1.14 NEW YORK 10JUL2026 C2 BILATERAL,False
BGC,TN,FX,CU,EUR,30000000.0,,1,True,6.15,EURUSD CALL 1.14 NEW YORK 10JUL2026 C1 BILATERAL,False
BGC,ON,FX,CU,EUR,30000000.0,,1,True,6.15,EURUSD CALL 1.14 NEW YORK 09JUL2026 C1 BILATERAL,False
BGC,2M,FX,CU,EUR,25000000.0,,1,True,5.25,EURUSD CALL 49D NEW YORK 08SEP2026 C1 BILATERAL,False
BGC,2M,FX,CU,EUR,12500000.0,,1,True,5.25,EURUSD CALL 50D NEW YORK 08SEP2026 C1 BILATERAL,False
BGC,6M,FX,CU,EUR,45000000.0,,1,True,5.55,EURUSD CALL 49D NEW YORK 07JAN2027 C1 BILATERAL,False
BGC,9M,FX,CU,EUR,37500000.0,,1,True,5.775,EURUSD CALL 49D NEW YORK 08APR2027 C1 BILATERAL,False
BGC,ON,FX,CU,EUR,30000000.0,,1,True,7.0,EURUSD PUT 1.137 NEW YORK 09JUL2026 P1 BILATERAL,False
BGC,1W,FX,CU,EUR,30000000.0,,1,True,5.8,EURUSD PUT 1.1325 NEW YORK 14JUL2026 P2 BILATERAL,False
BGC,6M,FX,CU,EUR,70000000.0,,1,True,5.675,EURUSD PUT 1.14 NEW YORK 15DEC2026 P1 BILATERAL,False
BGC,1W,FX,CU,EUR,75000000.0,,1,True,5.75,EURUSD PUT 1.1395 NEW YORK 16JUL2026 P1 BILATERAL,False
BGC,1W,FX,CU,USD,60000000.0,,1,True,32.1097,USDTWD NDF 16JUL2026 BILATERAL,False
BGC,1W,FX,CU,USD,97000000.0,,1,True,32.1112,USDTWD NDF 17JUL2026 BILATERAL,False
BGC,2W,FX,CU,USD,67000000.0,,1,True,32.1127,USDTWD NDF 20JUL2026 BILATERAL,False
BGC,2W,FX,CU,USD,45000000.0,,1,True,32.1142,USDTWD NDF 21JUL2026 BILATERAL,False
BGC,2W,FX,CU,USD,19000000.0,,1,True,32.1157,USDTWD NDF 22JUL2026 BILATERAL,False
BGC,2W,FX,CU,USD,118000000.0,,1,True,32.1202,USDTWD NDF 23JUL2026 BILATERAL,False
BGC,3W,FX,CU,USD,34000000.0,,1,True,32.1232,USDTWD NDF 27JUL2026 BILATERAL,False
BGC,3W,FX,CU,USD,60000000.0,,1,True,32.06143,USDTWD NDF 28JUL2026 BILATERAL,False
BGC,3W,FX,CU,USD,91000000.0,,1,True,32.1262,USDTWD NDF 29JUL2026 BILATERAL,False
BGC,3W,FX,CU,USD,97000000.0,,1,True,32.1307,USDTWD NDF 30JUL2026 BILATERAL,False
BGC,3W,FX,CU,USD,5000000.0,,1,True,32.1322,USDTWD NDF 31JUL2026 BILATERAL,False
BGC,1M,FX,CU,USD,26000000.0,,1,True,32.1337,USDTWD NDF 03AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,13000000.0,,1,True,32.1352,USDTWD NDF 04AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,118000000.0,,1,True,32.1367,USDTWD NDF 05AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,148447736.0,,1,True,32.117,USDTWD NDF 06AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,146000000.0,,1,True,32.14236,USDTWD NDF 07AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,114000000.0,,1,True,32.14352,USDTWD NDF 10AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,71000000.0,,1,True,32.14468,USDTWD NDF 11AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,8000000.0,,1,True,32.14585,USDTWD NDF 12AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,40000000.0,,1,True,32.14933,USDTWD NDF 13AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,30000000.0,,1,True,32.15049,USDTWD NDF 14AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,59000000.0,,1,True,32.15281,USDTWD NDF 18AUG2026 BILATERAL,False
BGC,1M,FX,CU,USD,3000000.0,,1,True,32.08887,USDTWD NDF 19AUG2026 BILATERAL,False
BGC,2M,FX,CU,USD,16000000.0,,1,True,32.10978,USDTWD NDF 04SEP2026 BILATERAL,False
BGC,2M,FX,CU,USD,3000000.0,,1,True,32.11737,USDTWD NDF 14SEP2026 BILATERAL,False
BGC,3M,FX,CU,USD,3000000.0,,1,True,32.1972,USDTWD NDF 30SEP2026 BILATERAL,False
BGC,1M,FX,CU,EUR,150000000.0,,1,True,5.7,EURUSD PUT 1.129 NEW YORK 10AUG2026 P1 BILATERAL,False
BGC,3W,FX,CU,USD,30000000.0,,1,True,5.0,USDTWD CALL 31.88 TAIPEI 30JUL2026 C1 BILATERAL,False
BGC,3W,FX,CU,USD,20000000.0,,1,True,5.0,USDTWD CALL 31.88 TAIPEI 30JUL2026 C1 BILATERAL,False
BGC,1M,FX,CU,USD,70000000.0,,1,True,9.5,USDZAR CALL 25D NEW YORK 06AUG2026 C1 BILATERAL,False
BGC,1M,FX,CU,USD,130000000.0,,1,True,9.5,USDZAR CALL 25D NEW YORK 06AUG2026 C1 BILATERAL,False
BGC,1M,FX,CU,USD,80500000.0,,1,True,11.8,USDZAR PUT 25D NEW YORK 06AUG2026 P2 BILATERAL,False
BGC,1M,FX,CU,USD,149500000.0,,1,True,11.8,USDZAR PUT 25D NEW YORK 06AUG2026 P2 BILATERAL,False
BGC,0M,IRS / Swap,IR,MXN,100000000.0,,1,True,3.461, INF 20260708 20260710 0MMXN MXN 28D0 185 3M0 0 0,True
BGC,5Y,IRS / Swap,IR,HKD,200000000.0,,1,True,3.505, IRS 20260708 20260708 5YHKD HKD 3M5 138 3M5 138 5 - LCH,False
BGC,10Y,IRS / Swap,IR,AUD,126000000.0,,1,True,4.9625, IRS 20260708 20260709 10YAUD AUD 6M5 140 6M5 140 5 - LCH,False
BGC,3Y,IRS / Swap,IR,AUD,575250000.0,,1,True,4.42375, IRS 20260708 20260709 3YAUD AUD 3M5 140 3M5 140 5 - LCH,False
BGC,6Y,IRS / Swap,IR,AUD,241500000.0,,1,True,4.755, IRS 20260708 20260709 6YAUD AUD 6M5 140 6M5 140 5 - LCH,False
BGC,7Y,IRS / Swap,IR,AUD,126750000.0,,1,True,4.805, IRS 20260708 20260709 7YAUD AUD 6M5 140 6M5 140 5 - LCH,False
BGC,105M,IRS / Swap,IR,EUR,4800000.0,,1,True,3.0664, IRS 20260708 20260710 105MEUR EUR 12M2 167 6M1 167 5 - LCHFCM,False
BGC,10Y,IRS / Swap,IR,EUR,50000000.0,,1,True,3.0561, IRS 20260708 20260710 10YEUR EUR 12M2 167 3M1 167 5 - LCH,False
BGC,10Y,IRS / Swap,IR,EUR,1215000000.0,,1,True,3.13995, IRS 20260708 20260710 10YEUR EUR 12M2 167 6M1 167 5 - LCHFCM,False
